"BLOCK","ROW","COLUMN","UID","Mx.Number","Genotype","EmergenceDoY78","EmergenceDoY85","EmergenceDoY92","EmergenceDoY99","EmergenceDoY106","EmergenceDoY113","EmergenceDoY120","EmergenceDoY127","EmergenceDoY134","EmergenceDoY141","EmergenceDoY148","EmergenceDoY155","EmergenceDoY162","EmergenceDoY169","EmergenceDoY176","EmergenceDoY183","EmergenceDoY190","EmergenceDoY197","EmergenceDoY204","EmergenceDoY211","EmergenceDoY218","EmergenceDoY225","EmergenceDoY232","EmergenceDoY239","EmergenceDoY246","EmergenceDoY253","EmergenceDoY260","EmergenceDoY267","EmergenceDoY274","EmergenceDoY281","EmergenceDoY288","EmergenceDoY295","DoYFirst3Emergence","CanopyHeightDoY78","CanopyHeightDoY85","CanopyHeightDoY92","CanopyHeightDoY99","CanopyHeightDoY106","CanopyHeightDoY113","CanopyHeightDoY120","CanopyHeightDoY127","CanopyHeightDoY134","CanopyHeightDoY141","CanopyHeightDoY148","CanopyHeightDoY155","CanopyHeightDoY162","CanopyHeightDoY169","CanopyHeightDoY176","CanopyHeightDoY183","CanopyHeightDoY190","CanopyHeightDoY197","CanopyHeightDoY204","CanopyHeightDoY211","CanopyHeightDoY218","CanopyHeightDoY225","CanopyHeightDoY232","CanopyHeightDoY239","CanopyHeightDoY246","CanopyHeightDoY253","CanopyHeightDoY260","CanopyHeightDoY267","CanopyHeightDoY274","CanopyHeightDoY281","CanopyHeightDoY288","CanopyHeightDoY295","maxCanopyHeight","DoYmaxCanopyHeight","FloweringStageDoY78","FloweringStageDoY85","FloweringStageDoY92","FloweringStageDoY99","FloweringStageDoY106","FloweringStageDoY113","FloweringStageDoY120","FloweringStageDoY127","FloweringStageDoY134","FloweringStageDoY141","FloweringStageDoY148","FloweringStageDoY155","FloweringStageDoY162","FloweringStageDoY169","FloweringStageDoY176","FloweringStageDoY183","FloweringStageDoY190","FloweringStageDoY197","FloweringStageDoY204","FloweringStageDoY211","FloweringStageDoY218","FloweringStageDoY225","FloweringStageDoY232","FloweringStageDoY239","FloweringStageDoY246","FloweringStageDoY253","FloweringStageDoY260","FloweringStageDoY267","FloweringStageDoY274","FloweringStageDoY281","FloweringStageDoY288","FloweringStageDoY295","FloweringStageDoYFirstA","FloweringStageDoYFirstF"
1,5,3,"27823"," - Mx 1553#57","57",0,0,0,0,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,20,25,35,45,55,65,70,90,95,95,95,100,105,105,115,120,115,110,110,110,110,105,105,105,120,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","af","a","a","f","f","f","f","f","f","f","",NA,225,239
2,8,8,"27971"," - Mx 1553#57","57",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,25,45,55,70,85,95,110,115,125,125,130,130,135,135,135,135,135,135,135,135,135,130,130,135,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","f","f","f","f","f","f","f","af","af","af","f","f","f","f","f","f","f","",NA,NA,169
3,2,4,"28033"," - Mx 1553#57","57",0,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,25,35,45,NA,NA,70,85,95,100,100,105,105,110,120,115,115,115,115,115,115,110,110,110,120,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f","","a","af","af","f","f","f","f","f","f","f","",NA,218,162
1,6,10,"27883"," - Mx 1553#59","59",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,40,50,60,75,85,100,105,110,115,115,115,120,130,135,135,135,140,140,135,135,135,135,140,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","af","af","f","f","f","",NA,246,267
2,1,2,"27912"," - Mx 1553#59","59",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,5,3,"28027"," - Mx 1553#59","59",0,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,25,45,50,60,75,85,95,110,115,120,120,125,130,140,140,145,145,145,145,145,140,145,140,145,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","a","af","f","f","f","",NA,246,267
1,5,12,"27898"," - Mx 1553#60","60",0,0,0,0,0,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,50,65,75,85,95,95,105,110,110,115,115,120,120,130,130,130,125,125,125,125,125,130,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","f","af","af","af","f","f","f","f","f","",NA,218,225
2,1,3,"27921"," - Mx 1553#60","60",0,0,0,0,0,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,50,60,70,80,90,95,100,105,110,115,115,120,120,125,125,125,125,125,125,120,125,125,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
3,9,4,"28039"," - Mx 1553#60","60",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,40,55,60,75,80,95,95,100,105,105,110,110,120,120,120,125,120,120,120,120,120,120,125,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","af","f","f","f","f","f","",NA,NA,253
1,4,3,"27822"," - Mx 1553#61","61",0,0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,45,55,65,75,85,95,95,95,95,95,100,105,110,110,110,110,110,110,110,110,110,110,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","a","af","f","f","f","f","",NA,232,260
2,9,7,"27964"," - Mx 1553#61","61",0,0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,30,35,40,45,55,65,70,75,85,90,95,105,115,120,120,125,125,125,125,120,120,120,125,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","a","af","f","f","f","f","",NA,239,260
3,6,11,"28097"," - Mx 1553#61","61",0,0,0,0,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,40,55,65,70,85,85,85,90,95,95,100,110,115,115,115,115,120,120,120,120,115,120,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","af","f","f","f","f","f","",NA,239,253
1,9,6,"27851"," - Mx 1553#63","63",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,30,50,65,75,90,100,115,120,120,125,125,130,130,130,130,135,140,135,130,135,135,135,135,140,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","af","af","f","f","f","f","f","",NA,232,253
2,9,5,"27947"," - Mx 1553#63","63",0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,25,25,50,65,75,90,105,110,115,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","af","af","f","f","f","f","f","",NA,NA,253
3,6,9,"28079"," - Mx 1553#63","63",0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,55,65,75,95,105,115,120,125,125,125,125,120,125,130,130,135,135,135,135,140,140,140,140,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","af","f","f","f","f","",NA,232,260
1,3,3,"27821"," - Mx 1553#66","66",0,0,0,0,0,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,25,25,35,40,40,40,45,45,45,50,55,60,60,60,60,55,55,55,55,55,60,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","a","a","f","f","f","",NA,253,267
2,7,5,"27945"," - Mx 1553#66","66",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,8,10,"28090"," - Mx 1553#66","66",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,25,25,30,35,40,40,45,50,50,50,55,60,65,65,60,60,65,60,60,60,60,65,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","a","af","f","","","",NA,246,267
1,5,4,"27830"," - Mx 1553#67","67",0,0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,40,50,55,65,80,85,90,90,90,95,95,100,100,100,100,100,100,100,100,100,100,100,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","a","a","af","f","f","f","",NA,239,267
2,8,4,"27937"," - Mx 1553#67","67",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,9,8,"28073"," - Mx 1553#67","67",0,0,0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,45,60,75,80,90,95,100,105,105,110,110,110,110,110,115,110,110,110,110,110,110,115,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","a","af","f","f","f","f","",NA,239,260
1,7,6,"27849"," - Mx 1553#68","68",0,0,0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,40,50,55,65,80,90,95,95,100,105,110,120,125,125,125,125,125,125,120,115,120,125,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","f","f","f","f","f","f","",NA,225,246
2,1,9,"27973"," - Mx 1553#68","68",0,0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,45,55,70,80,85,95,105,105,110,115,120,130,130,135,135,135,130,130,130,125,125,135,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
3,1,12,"28101"," - Mx 1553#68","68",0,0,0,0,0,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,35,40,50,60,65,75,80,85,85,90,105,105,105,105,105,105,110,110,110,110,110,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","a","af","f","f","f","f","",NA,232,260
1,7,8,"27867"," - Mx 1553#69","69",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,50,65,80,95,105,125,130,135,135,135,140,145,150,150,155,155,150,145,150,150,150,150,155,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","af","af","af","f","f","f","",NA,225,267
2,8,11,"27995"," - Mx 1553#69","69",0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,20,20,20,40,55,70,90,100,115,120,125,130,130,135,135,140,145,145,150,150,150,145,145,145,145,150,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","af","af","af","f","f","f","f","",NA,NA,260
3,7,5,"28046"," - Mx 1553#69","69",0,0,0,0,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,50,65,80,100,115,125,130,140,140,140,145,150,150,150,155,155,150,150,150,155,155,155,155,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","af","f","f","f","f","",NA,232,260
1,8,5,"27842"," - Mx 1553#70","70",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,50,65,70,90,105,120,125,135,135,135,135,140,140,135,140,140,140,140,140,140,140,140,140,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
2,1,7,"27956"," - Mx 1553#70","70",0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,25,40,55,65,80,95,105,110,120,120,125,130,135,140,135,135,135,135,135,135,135,135,135,140,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","af","af","f","f","f","f","f","f","",NA,218,246
3,2,10,"28084"," - Mx 1553#70","70",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,25,45,65,75,95,110,120,125,135,130,135,140,140,145,145,140,140,140,135,135,135,135,135,145,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","af","af","f","f","f","f","f","f","",NA,225,246
1,3,7,"27854"," - Mx 1553#71","71",0,0,0,0,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,35,45,50,60,65,75,80,85,85,90,90,100,105,105,105,105,100,95,95,95,90,105,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
2,9,2,"27920"," - Mx 1553#71","71",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,20,30,45,50,60,65,80,85,100,100,105,115,115,120,120,120,120,120,115,115,115,115,115,120,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
3,8,4,"28038"," - Mx 1553#71","71",0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,40,50,60,75,85,95,100,105,110,115,120,115,120,125,125,120,125,125,125,125,125,125,125,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
1,8,10,"27885"," - Mx 1553#72","72",0,0,0,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,20,25,45,60,70,90,95,110,115,125,125,125,130,125,130,135,135,135,130,135,130,135,135,135,135,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","af","af","f","f","f","f","f","",NA,232,253
2,4,9,"27976"," - Mx 1553#72","72",0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,25,50,65,85,95,110,115,125,130,130,135,140,140,145,145,150,150,145,145,145,145,145,145,150,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
3,8,1,"28013"," - Mx 1553#72","72",0,0,0,0,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,45,65,80,95,110,115,120,130,130,135,135,135,140,140,140,135,135,135,135,135,135,135,140,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","af","af","af","af","f","f","f","f","",NA,NA,260
1,3,10,"27880"," - Mx 1553#73","73",0,0,0,0,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,45,60,65,80,85,95,110,115,115,120,120,120,125,120,125,120,115,115,115,115,115,115,125,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","af","f","f","f","f","f","f","",NA,232,246
2,8,7,"27963"," - Mx 1553#73","73",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,45,60,65,80,90,105,110,115,115,125,125,120,125,130,135,125,125,125,125,125,125,125,135,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","af","f","f","f","f","f","",NA,225,253
3,1,5,"28040"," - Mx 1553#73","73",0,0,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,40,50,60,70,85,100,105,115,115,115,115,120,120,120,125,125,120,120,120,120,120,120,125,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
1,1,12,"27895"," - Mx 1553#74","74",0,0,0,0,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,35,45,50,65,75,90,100,105,110,115,120,120,130,135,135,130,130,135,135,135,125,125,135,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","f","f","af","","af","af","f","f","f","f","f","f","",NA,NA,204
2,6,3,"27926"," - Mx 1553#74","74",0,0,0,0,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,30,40,50,65,75,85,100,110,115,125,125,125,135,135,135,130,125,130,130,130,130,125,135,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
3,6,7,"28061"," - Mx 1553#74","74",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,25,25,25,35,45,50,70,75,90,110,110,110,120,125,125,125,130,135,130,135,130,130,130,130,130,135,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","f","f","f","af","af","af","af","f","f","f","f","f","",NA,NA,204
1,4,2,"27813"," - Mx 1553#75","75",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,30,40,45,55,65,75,80,80,80,80,80,85,90,100,100,100,100,100,100,100,100,100,100,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","af","af","af","f","f","f","",NA,NA,267
2,3,6,"27950"," - Mx 1553#75","75",0,0,0,0,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,45,55,65,70,80,80,90,90,90,95,95,105,110,110,110,105,105,105,110,110,110,110,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","af","af","af","af","f","f","",NA,NA,274
3,4,11,"28095"," - Mx 1553#75","75",0,0,0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,35,45,50,60,60,70,70,70,75,75,80,85,85,90,90,90,90,90,90,90,90,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","a","af","f","f","f","",NA,246,267
1,7,1,"27807"," - Mx 1553#76","76",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,40,50,60,70,85,105,110,120,120,120,120,125,135,135,130,130,130,125,125,120,125,125,135,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","af","f","f","f","f","f","f","f","",NA,218,239
2,8,6,"27955"," - Mx 1553#76","76",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,35,40,50,65,70,85,90,100,100,110,115,120,120,125,125,125,120,120,120,120,120,120,125,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
3,7,7,"28062"," - Mx 1553#76","76",0,0,0,0,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,40,50,55,70,85,95,100,115,115,120,125,125,135,135,130,130,125,125,125,120,120,120,135,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","af","af","f","f","f","f","f","f","",NA,225,246
1,2,9,"27871"," - Mx 1553#77","77",0,0,0,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,20,25,45,55,65,80,90,110,120,130,130,130,135,135,140,145,145,140,140,140,140,140,135,135,145,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","af","f","f","f","f","f","",NA,225,253
